,review
3641,heres a distinctive nose for a chianti classico coffee leather indian spice beef broth wet earth and an unexpected hint of bay leaf in the mouth this is a chewy wine with tart blueberry flavors and a nice quality of tannins
3642,heres a dry crisp and elegantly structured pinot noir its rich and forward in jammy raspberries cherries and cola with a bite of acidity drink now
3643,heres a dry crisp southern rhône blend with plenty of ripe fruit and a long spicy finish made from grenache syrah and mourvèdre it shows cherries and blackberries with hints of violets and spices brightened with zesty acidity
3644,heres a dry crisply elegant pinot noir to drink now with fine fare its quite ripe and retains a nice silkiness that frames black cherry red currants dr pepper cola raspberry preserve and smoky sandalwood best now2012
3645,heres a fragrant and delicate chardonnay from the far north of italy that delivers aromas of honeysuckle passion fruit and almond skin the wine has fresh appeal and zesty spice on the close that makes it a natural companion to fish and vegetable dishes
3646,heres a frail red that offers weak sensations of sour cherry and strawberry alongside zesty acidity and fleeting gritty tannins its short and dilute
3647,heres a fresh and cheerful sangiovesebased wine that shows bright berry tones and soft spice nuances it proves a very foodfriendly wine that would pair with pasta light meat dishes or rolled pork roast
3648,heres a fresh and easy blend of trebbiano chardonnay and sauvignon at an attractive low price that offers clean but not very intense aromas of cut grass field flowers and lemon the wine renders a sweet chewy sensation in the mouth with soft texture and a creamy finish
3649,heres a fresh berrydriven rosso di montalcino with an emphasis on ease and drinkability this is the kind of wine you can pair with ovenroasted pasta or pork dishes because it offers bright acidity and lean structure
3650,heres a fruity red wine from sardinia with rich flavors of black cherry prunes blackberry spice and a very slight hint of tobacco the wine glides smoothly over the palate thanks to its easygoing soft tannins pair it with pasta or easy home cooked meals
3651,heres a genuine and fresh expression of barbaresco with loads of fruitdriven aromas including cherry cassis raspberry and fresh plum theres great acidity and brightness too and the wine finishes with tart berry flavor on the close
3652,heres a good everydaystyle merlot its dry and mediumbodied with pleasant flavors of black cherries black currants and oak finished with a savory edge of tannins shows class beyond its price
3653,heres a good robust red wine its not particularly merlotlike with its pepper herb cherry red currant and cola flavors wrapped into sticky tannins but its very dry and elegantly structured and the alcohol is moderate fine with a nice steak or chop
3654,heres a good sauvignon blanc that will go well with a wide range of foods clean crisp and a little sweet it has pleasant pineapple lemon lime and vanilla flavors
3655,heres a good value in the world of spätlese with a clean pretty nose of talcum powder and babys breath theres nice mineral intensity and an offdry mouthpuckering finish this easytolike wine would be a good choice to serve as an apéritif to a crowd
3656,heres a grassy green expression of cabernet franc from northern italy with aromas of black fruit caper and green olive it shows a compact finish with medium body
3657,heres a gutsy fruity cabernet it fills the mouth with juicy raspberry cherry and blackberry flavors and hints of chocolate nothing subtle just a dry rich red wine for drinking now
3658,heres a heavily oakinfluenced barbera with distinctive tones of spice tobacco wood bramble and forest floor there are red fruit notes in there mostly masked by the wood give this wine two or three more years of bottle aging to find harmony
3659,heres a lean almost colorless citrusdriven grigio from sunny umbria that has a bit of candy and cola on its sweet fragrant nose there are peppermint renderings and dried hay in the background its watery and lean in the mouth and would pair with appetizers or simple vegetable dishes
3660,heres a light and compact expression of ripasso with a luminous appearance and bright aromas of dried currants cherry cola and dark spice the wine is lively and tonic in the mouth with tingling acidity imported by palm bay international
3661,heres a light and easy franciacorta satèn made with 100 chardonnay with soft perlage and delicate aromas of white flowers stone fruit and cantaloupe melon pair this wine with appetizers or fried finger foods
3662,heres a light and refreshing rosso di montalcino with sharp notes of berry cherry wet earth and violets youll also get some distant mineral tones that add dimension and personality pair this easydrinking wine with your favorite homecooked pasta dishes
3663,heres a linear and bright brunello that opens with simple aromas of wild berry forest floor wild mushroom toasted nut and cola theres a touch of sour cherry and astringency that will soften with time
3664,heres a lively youthful valpolicella with a strong element of blueberry muffin dough that gives the wine a thick chewy personality the wine delivers lingering sweetness and chewy tannins with cherry fruit flavors imported by wj deutsch sons
3665,heres a lofty noble cab that boasts great power and intensity the nose is redolent of black plum spice green leaf molasses and a touch of cinnamon firm tannins and thick density back its penetrating effect
3666,heres a luminous and bright chardonnay with a wellbalanced aromatic offering that spans from toasted nut to chalky mineral to exotic fruit overall the wine tastes smooth and creamy but there are a few sharp points of acidity that help move it along the palate its a sophisticated white wine in a very elegant bottle
3667,heres a lush fruity cabernet brimming with blackberry black currant and flashy oak flavors it straddles that line between a tannic young wine you can drink now after decanting and one to age probably best opened by 2015
3668,heres a lusty rugged zinfandel marked by strong superripe flavors the blackberries and plums veer into currants and raisins and finish spicy and dry while enormously high alcohol gives the impression of heat but thats zinfandel for you needs a grilled flank steak to play against
3669,heres a merlot that just wants to support the food its paired with not dominate it its dry and balanced teasing with cherries herbs and oak then pulling back to let the tannins and acids take a bow should develop a little complexity by spring 2008 but its fine now
3670,heres a modern and wellextracted barbera with drying mineral tones followed by blackberry plum and a dash of exotic spice the thicker density and fresh acidity suggest a pairing with pizza or cheesy pasta
3671,heres a nice clean elegantly structured 100 sauvignon blanc it has flavors of oranges grapefruits and peaches although theres no new oak on it the notes of sweet vanilla and buttered toast are strong
3672,heres a nice easy drinking dry red wine from a region that produces them so easily its clean and friendly with juicy fruit and spice flavors and soft acids and tannins
3673,heres a nice easy rhône blend based on grenache ready to drink now its dry and rich in red and black cherries dr pepper cola bacon and sandalwood flavors with smooth tannins
3674,heres a nice everyday sort of chard forward in bright lime kiwi and nectarine flavors tastes like it comes from a far cooler climate than paso robles a bit more concentration would send the score through the roof
3675,heres a nice fairly complex chard thats ripe and toasty and full of peach pear green apple and cantaloupe flavors finishes dry and spicyclean
3676,heres a nice refreshing wine very close in profile to chardonnay with its ripe peach aromas and flavors and generous dose of oak it has a strong streak of tangerine and vanilla that makes it especially pretty finishes a bit sweet
3677,heres a nice rosé with some real complexity and its rich enough to stand in for an actual red pinot noir basically dry with a silky texture it has cherry herb and vanilla flavors that are complemented with crisp acidity
3678,heres a nice sauvignon blanc for drinking now it shows how well this variety grows in the warmer parts of the county with citrus apricot peach and spice flavors crisp acidity provides zesty balance to this deliciously drinkable young wine
3679,heres a nice wine thats easy and clean but has some real nuances that make it a repeat sipper its dryish with just a hint of sweetness to the citrus peach and apple flavors and balanced with fine acids
3680,heres a nicely layered sangiovese with 15 malvasia nera that offers aromas of cherry blackberry cola chocolate and black vanilla bean the wine also delivers sweet spice flavors that are fueled by a smooth supple texture it shows excellent wholeness and intensity of flavors
3681,heres a pale pink sparkler that would serve beautifully at weddings and special outdoor occasions the wine is delicate and tonic with pretty aromas of small berries and yeasty bread it is firm refreshing and extremely elegant on the close
3682,heres a perfectly correct and clean pinot grigio from tuscany that shows evidence of a deft and technologically savvy team of winemakers the wine boasts welldosed perfumes of wild flowers citrus and stone fruit with a crisp finish that would pair well with all informal foods and salads
3683,heres a pinot grigio for grownups it opens with aromas of white flowers granny smith apple and a hint of flint the palate delivers creamy peach apple and melon alongside a touch of vanilla it conveys wonderful depth and freshness
3684,heres a pinot thats so beautiful and beguiling its perfect to drink right away feels delicate and silky with lush flavors of cherries cotton candy bacon sassafras orange peel and dusty asian spices
3685,heres a pleasant easy to drink grenache its dry and tannic and filled with cherry flavors sweetened with toasty oak wisely avoids many of the pitfalls grenache is subject to drink now
3686,heres a pleasant easytodrink sauvignon blanc it shows lemon lime and tart green apple flavors finished with plenty of zesty acidity
3687,heres a plush modern and thickly extracted barbera dasti superiore with a polished bouquet and welldosed aromas of cherry blackberry spice chocolate and tobacco the wine is drying and crisp at the same time with polished tannins on the close
3688,heres a plush ripe and modern brunello with big power and round opulence achieved thanks to the wines generous notes of black fruit spice toast leather and molasses one of the best brunellos available from the problematic 2003 vintage
3689,heres a polished delicate wine that shows the poise and elegance that carneros chard can achieve its varietally pure with pineapple mineral and toast flavors that finish dry a wine meant to enjoy with food rather than star on its own easy to find with 31000 cases produced
3690,heres a polished young merlot thats sophisticated enough to accompany a fine meal yet doesnt selfishly demand all the attention to itself its very dry smoothly tannic and crisp with herbinfused blackberry and cherry flavors will take some age and should be terrific with roast pork
3691,heres a powerful cabernet sauvignon ripe and opulent offering summer blackberry sour cherry candy currant dried herb and rose petal aromas and flavors the addition of 21 merlot brings a candied softness but its still pretty tannic and wants 45 years in the cellar
3692,heres a pretty chianti from the senesi hills made in an easydrinking style with delicate floral aromas and a bright palate of cherry and strawberry this should be enjoyed young and would pair beautifully with pastas and grilled chicken
3693,heres a pretty pinot that captures the balanced terroir of anderson valley its not a big ageworthy wine more of a villagetype but elegant and savory in cherry cola and spice flavors the crispness makes it an exceptionally foodfriendly red wine
3694,heres a pretty polished pinot for drinking now its dry silky and rich with gratifying flavors of ripely crushed red cherries cocoa cinnamon and smoky oak
3695,heres a prosecco at a crossroads the nose is complex and rich with exotic spice peach melon and dried herbs that wins it high marks yet the mouthfeel lacks the crispness and sharpness you expect from this kind of wine
3696,heres a prosecco with a surprisingly rich toasted quality that translates into roasted almond walnut and yellow fruit flavors the toasted notes add unexpected complexity to a dry crisp apéritif wine imported by paterno wines international
3697,heres a pure expression of syrah from tuscany that shows loads of sunripened aromas of mature berry mesquite pepper and smoked ham true to the variety the wine is smooth and rich on the close with soft tannins
3698,heres a quality merlot offered at a very reasonable low price santadele is rich succulent and smooth with bursting aromas of cherry blueberry spice and moist tobacco pair this wine with homemade roast chicken and garlic potatoes
3699,heres a rare find and an excellent wine bastia is a creamy chardonnay that is aged 15 months in oak for softness and richness the aromas include peach apricot vanilla extract and butter pair it with roasted turkey or quail
3700,heres a raritypure walla walla ttempranillodark gamy and exotic it instantly fascinates you from the first sniff what a truly beguiling blend of roasted meats vanilla licorice clove and black cherry the fruit is light and tastes of roses and cherries
3701,heres a really good young mencia that is sure to win you over the nose is fully ripe and loaded with pure berry aromas the juicy mouth is warm and meaty with pure fruit and chewy tannins luna beberides mencia pinpoints the essence of modern bierzo
3702,heres a reserve that really does merit its special designation made from 90yearold vines that likely contain varieties other than zinfandel the wine is rich and complex delivers all the wild brambly zin quality you want with tiers of blackberries cherries cassis cherry liqueur tobacco vanilla and peppery spice flavors that go on and on in the finish this is an exceptionally wellbalanced zin thats best in its flashy youth
3703,heres a rich and densely extracted barbaresco from the erte vineyard in neive that will appeal to those who like a bigger more extracted style of nebbiolo the wine is bursting with intense layers of black fruit prune and plum followed by sweet tones of exotic spice the mouthfeel is chewy tart and very firm
3704,heres a rich and smoky chard with nice aromas and flavors of woodgrilled red apples with a caramel drizzle peach pit and key lime citrus solidly structured with good heft a long finish and prominent acidity that keeps the wine from going over the edge and being too flabby drink now
3705,heres a rich and sophisticated chardonnay with intense aromas of stone fruit apricot grapefruit and white almond the wine is dense and smooth on the palate and would pair well with spicy thai or indian dishes but the best thing about it is the low price tag
3706,heres a rich and thickly extracted barbera dalba with purplish hues to its ruby color and bright aromas of cherry black currants and cassis like many of the wines from the alba area we notice quite a lot of toast here that comes forth as cinnamon vanilla and exotic spice
3707,heres a rich lively wine marked by grassy citrus flavors veering into ripe figs and shaped by barrel fermentation and oak notes it has a nice creamy leesy texture and is dry and spicy
3708,heres a rich smooth wine for drinking now its softly luscious packed with blackberry cherry anise and cedar flavors that finish with quite a bit of complexity
3709,heres a ripely fruity chardonnay that pulls out all the stops to achieve opulence and largely succeeds defines the modern style of winemaking with extracted pineapple orange and caramelized oak flavors wrapped into a creamy leesy texture thats brightened with zingy acidity drink now
3710,heres a rustic young zin its soft and tart with peppery green tannins framing jammy flavors of blackberries and cherries
3711,heres a simpatico barbera from monferrato with bright berry and cherry notes followed by a slightly thicker more substantial texture youll get drying tannins and bright acidity that keeps the palate polished and clean
3712,heres a simple but genuine expression from montalcino with bright easy fruit tones covered by a delicate layer of spice and dried tobacco its not too complicated or rich but the wine offers a fresh easy experience nonetheless
3713,heres a simple soft little bordeaux blend based on cabernet sauvignon it offers pleasant flavors of blackberries and oak
3714,heres a slightly more sophisticated and evolved barbera dasti from the 2008 vintage there are notes of fresh fruit spice wet earth and a touch of natural rubber the wine is exceedingly crisp clean and polished in the mouth very nice simple and pure
3715,heres a smoky oaky recioto with aromas of exotic spice and toasted nut besides nuances of plum blackberry prune and cassis this inky red dessert wine shows deep extraction and loads of power on the close
3716,heres a smooth and richly extracted sangiovese from central italy that offers soft density and pretty aromas of black fruit cherry spice and distant mineral shading youll also taste lots of spice in the mouth
3717,heres a soft easy syrah with a peppermint edge to the blackberries cherries carob white pepper and leather flavors the tannins are firm but gentle lending a nice backbone to the structure
3718,heres a soft fruity cab franc rich in cherry and blackberry flavors it has good balance and a posh mouthfeel and finishes dry something about it suggests a juicy flamebroiled steak
3719,heres a soft fullbodied chardonnay that has a distinct tang of minerality to it its also rich in green apple and white peach flavors with a coat of toasty oak and a lingering trace of dried herbs on the finish
3720,heres a soft generous interpretation of the nebbiolo grape with plush aromas of milk chocolate cherry blackberry indian spice and anise seed this is a linear and elegant wine with a floralherbaceous finish that works beautifully with the wines natural acidity and firmness
3721,heres a soft gentle wine thats gooeyrich in cherry cocoapuff and ripe sweet black raspberry flavors lightly oaked it has a cleansing espresso bitterness on the finish
3722,heres a soft highalcohol effort with petite sirahs big tannins and plenty of ripe briary blackberry and mocha flavors its a robust sipper whose sweet glycerine note will provide a good foil for grilled meats
3723,heres a soft plushly textured merlot with polished cherry blackberry and toast flavors and a dry finish its a pleasant sipper and will benefit from decanting before serving to let it breathe and develop
3724,heres a soft seemingly sweet and simple wine with jammy orange mango and buttered toast flavors
3725,heres a softer modern interpretation of barbera dasti superiore with velvety oak tones that surround a bright core of berry fruit this wine is thicker and more extracted than most with slight hints of smoke and tobacco at the back
3726,heres a softly rich chardonnay that shows lots of appeal at a pretty good price its honeyed in pineapple nectarine guava and vanilla cream flavors with a pretty overlay of sweetly smoked oak
3727,heres a southern italian red with barololike austerity elegant notes of small berry fruit are seamlessly folded within layers of slate roof ash graphite licorice and fine expressions rendered by volcanic soils and 18 months of oak aging it really comes alive in the mouth where the wine delivers power concentration and a very longlasting finish this is mastroberardinos flagship red
3728,heres a special sparkling wine from villa sandi with intense notes of peachy fruit sweet apple and pear this dry style wine tastes extra sweet and would make an excellent pairing partner with any fruitbased dish whether sweet or salty like prunes wrapped in prosciutto
3729,heres a spicy red that opens with aromas of clove ground pepper red berry and an earthy note of underbrush the round easygoing palate offers mature black cherry licorice and a hint of espresso framed in polished tannins drink through 2017
3730,heres a spicy selection with aromas of black pepper and cherry accompanied by smoky tones the palate delivers ripe blackcherry and white pepper flavors in a fresh and enjoyable style thats meant to be drunk young
3731,heres a stellar example of how a really good cabernet can be made without gouging the consumer this is a dry elegant and rich wine with firm tannins housing flavors of blackberries currants herbs spices and smoky cedar wood its a terrific value 100000 cases made
3732,heres a straightforward and honest interpretation of barbera dasti with bitter almond and fresh notes of wild berries and juicy pomegranate the wine ends with a cleansing blast of crisp acidity
3733,heres a strong ripe cabernet made in a popular style meant to appeal to fans of fruity colas its oaky and slightly sweet in blackberry jam although its technically dry drink now
3734,heres a strongly mineraldriven expression of chardonnay with a polished linear appeal in its clean aromas and crisp mouthfeel the wine is luminous and light and would pair with seafood or a fresh caesar salad
3735,heres a subdued elegant and mineraldriven prosecco extra dry with lively bubbly intensity and fresh sweetness in the form of peach honey and beeswax the wine delivers frothy cream and lingering notes of lemonlime pie
3736,heres a sweet red sparkling wine that could pair with baked cheese appetizers or chocolatebased desserts it opens with a pretty ruby color and aromas of black cherry and raspberry
3737,heres a tasty fullbodied shiraz that tastes like the aussie wines after which it is named it has ripe jammy flavors and a broad rich texture that helps the flavors linger on the finish it recalls blackberry jam but not nearly that sweet
3738,heres a textbook barbera that boasts wellintegrated mineral notes with plusher aromas of chocolate and ripe fruit the wine is clean and compact but theres enough body and heft here to pair with braised pork or grilled lamb shanks
3739,heres a textbook rosso that delivers clear and crisp fruit notes with pretty nuances of wild berry red rose and moist earth at the back the wine feels crisp lean and silky on the close
3740,heres a thick and resinous pinot grigio with a deeply golden color and intense aromas of pine almond honey and dried apricot this is not the light and breezy style of pinot grigio you may be familiar with so look to pair this wine with tandoori chicken or ovenroasted pasta
3741,heres a thick and sweetsmelling orvieto classico superiore a blend of grechetto procanico and a small part of chardonnay that sports a deep golden color and opulent aromas of butterscotch honey apricot exotic fruit and toasted nut the wine is extremely soft and succulent in the mouth with longlasting flavors of apricot and almond
3742,heres a tight wellbalanced blend of sangiovese merlot and cabernet sauvignon with loads of mature fruit and spice the wine is made in the maremma area of southern tuscany and would pair easily with game meat or barbecued pork the mouthfeel incorporates both sweet and spicy elements
3743,heres a toasty and earthy wine that is given more dimension thanks to lush notes of vanilla blackberry leather and pipe tobacco the finish rides long over spicy notes and the tannins are tight and dusty imported by vias imports
3744,heres a tuscan expression of cabernet franc that offers warm dark concentration and bold aromas of black berry fruit and spice theres also a nice mineral component here that lends structure and a sensation of dryness
3745,heres a value wine and a fresh expression of barbera that can be served with cheeseburgers and fries at an outdoor barbecue the wine is informal and light and seems to be engineered for immediate consumption
3746,heres a very attractive and seductive barolo with chiseled mineral tones that really help the wine stand out in a crowd layers of graphite and slate give purity linearity and clarity to this austere and elegant expression earthy tones as well as forest berry flavors appear on the long finish
3747,heres a very elegant and ethereal expression of nebbiolo with measured aromatic accents of drying mineral wild berries and indian spice this is a delicate and feminine wine with freshness tartness and a very fine quality of tannin
3748,heres a very pleasurable barbera with loads of fruit intensity followed by smoke pipe tobacco sweet chocolate and vanilla bean the wine is executed in a modern style with enduring intensity and a soft velvety finish pair it with baked chèvre cheese
3749,heres a very pretty and modern ripasso with intense chocolate and spice derived from careful oak aging the wine is luscious and rich and has creamy density in the mouth with bright cherry flavors and fresh fruit acidity on the close ml
3750,heres a very successful expression of barbera from the alba zone of piedmont with bright fruit tones followed by smooth spice chocolate and tobacco the wine is rich supple and powerful on the close with a blast of crisp acidity at the end
3751,heres a vibrant ripasso with immediate aromas of black cherry dried apple skin root beer and exotic spice it tastes very alive and fresh in the mouth thanks to its zesty cherry and plump blackberry sensations imported by angelini wine
3752,heres a vineyarddesignate riserva distinguished by smoky spice and dusty tertiary aromas of crushed granite and campfire fruit notes are present in the form of dried raspberry or cassis syrup
3753,heres a vintagedriven wine that needs the right conditions to succeed which 2006 provided with its long cool hangtime the fruit has ripened to perfection offering deep flavor notes of blackberries and raspberries but there are also exotic and delicious notes of bacon mocha and cola with a blast of black pepper throughout the wine is fullbodied and dense in tannins impressive from start to finish great now and should age for 46 years
3754,heres a warmclimate pinot nero that shows all the characteristics aromas of the varietywild berries blue flowers and cherryin a more pronounced and immediate manner its a bigger more generous interpretation of the grape with a purely sicilian signature
3755,heres a wellbalanced vernaccia with good fruit freshness backed by a dense creamy consistency and good crispness it also offers mineral and herbal notes and would pair well with salmon or swordfish
3756,heres a wine that delivers both fragrant aromas and impressive structure in one glass made with sauvignon picol offers layers of orange zest passion fruit and lemongrass it also has density and staying power
3757,heres a wine that deserves its reserve status its pure in varietal character from the briary white pepper wild berry and coffee flavors to the sturdy tannins and that feral edge of friendly aggression that marks a good zin but its a bone dry balanced wine with a distinctive individuality
3758,heres a wine that opens beautifully to all your senses it boasts a dense vibrant ruby color and delivers bright aromas of cherry blackberry and bitter cranberry in the mouth however this wine is softer and plusher than youd expect sure that trademark barbera acidity is present but its natural sharpness has been dulled
3759,heres a wine that straddles the border between ripeness and unripeness very dry and high in acids its cherry and root beer flavors have an edge of lightlysugared green mint tea doesnt seem like an ager but its a clean interesting pinot noir to have with a good steak
3760,heres a wow wine you wont easily forget messorio is all merlot and happily delivers the softness richness and overall opulence that we love in this noble grape variety what elevates this particular expression and vintage is the true elegance and sophistication evident here this is a huge wine but its not exaggerated and the finish is as long and smooth as they come
3761,heres a young chianti classico that already offers sophisticated aromas of leather spice and pipe tobacco the wine sangiovese with 20 canaiolo delivers fullness and richness that is followed by a lively spicy finish its ready to drink now
3762,heres a youthful and fresh merlot from sunny sicily that will satisfy your nose and tastebuds alike aromas include cherry light cinnamon leather plum and blackberry pair this wine with pasta with fennel sausage and grated ricotta cheese
3763,heres a youthful expression of sangiovese grosso in which the grapes trademark acidity and fruity brightness shine through cherry white almond dried raspberry and rum cake notes present a soft chewy feel in the mouth although the overall structure is solid
3764,heres an 100 unoaked chard that offers ripe tropical notes of mango and pineapple alongside flavors of rich red apple and canteloupe in the round mouth softly prickling acidity leads nicely into the fruity finish
3765,heres an aglianico from campania with bright cherry flavors almond nut nuances and lasting shadings of mineral and earth it offers bright fruit in the mouth and a crisp but firm close
3766,heres an easy and fresh sparkling wine from northern italy that opens with aromas of toasted nut apricot and candied lemon rind it shows soft foamy mousse on the finish
3767,heres an easy grillo that opens with bright tones of peach citrus and a touch of freshly cut green grass the mouthfeel is tonic bright and fresh
3768,heres an easy slightly sweet pinot grigio from terre di chieti that boasts the mature fruit fragrances of the southern italian sunshine youll get aromas of almond nut cantaloupe melon and honeysuckle followed by a rich dense mouthfeel
3769,heres an easygoing expression of montepulciano with aromas of ripe fruit and toasted spice it exhibits a dark ruby color and soft chewy tannins the wine shows medium length and persistency but it does come on strong at the beginning
3770,heres an elegant and sophisticated riserva in a gorgeous bottle with a pretty wax seal on the front that would look stunning on any formal dinner table with generous aromas of black cherry toasted almond and exotic spice this 5050 sangiovesecabernet sauvignon blend is full and luscious and makes a fabulous longlasting impression in the mouth
3771,heres an elegant silky pinot noir thats perfect for opening tonight with upscale fare its dry and balanced with charming flavors of cherries cola cranberries cinnamon and smoky oak
3772,heres an impressive new name in barolo mauro molino first bottled in 1985 and has shown consistent results that seem to have hit a high point this vintage fruit is harvested from the vigna conca cru resulting in elegant and refined pulses of wild berries cola and white almond the wine is delicate and feminine but delivers a blast of power and persistency on the close
3773,heres an inexpensive wine that delivers tasty pear and melon flavors the body is solid maybe a bit hefty but theres enough acidity to keep it on track easygoing stuff with no surprises imported by hemingway hale
3774,heres an inkyblack barbera with impossible extraction and rich tones of blackberry smoke mineral and currant berry this is a modern expression of a native grape from piedmont with an extremely chewy raw and sweet sensation on the close
3775,heres an intriguing wine with many interesting contrasts it offers mineral dryness on the nose and sweet fruit in the mouth and a lean tonic feel against opulent texture this organic sparkler has a fine chiseled quality and a pretty ensemble of flavors
3776,heres an inviting chianti classico riserva with an enticing fragrance of violet rose and berry with whiffs of spice the palate delivers a core of ripe wild cherry layered with white pepper cinnamon and pipe tobacco it has elegant tannins and while its drinking nicely now hold another few years for more complexity
3777,heres another good chard from a vintage that produced a lot of them its ripe and aromatic with a depth of peachapple fruit spices and smoky oak a hint of lees and a creamy texture add complexity
3778,heres more proof that sometimes a winerys least expensive bottling can be its best the wine is first class from the translucent ruby color to the power and delicacy of the mouthfeel theres something haunting and distinctly fort rossian in the wild cherry mushroom and pine flavors that seem to echo the fog sun and redwood forests of this remote region really delicious now and through 2018 or so
3779,heres one for the cellar the deliciousness factor is high but right now its all about intense primary flavors of red plums rasberries and mulberries framed within bold oak and tannins in part due to partial wholecluster fermentation still quite immature it needs at least six more years to meld but eventually its sure to be fantastic
3780,heres one mighty fine and interesting zin it has the smoothness of a great red wine with a rich fruity complexity that lasts through a long finish the flavors are classic zin all wild berries and cocoa with a dusting of raisins the alcohol is enormous but the wine is dry and doesnt taste hot with short ribs its a marriage made in heaven
3781,heres one of the bigger chards of the year explodes with aromas of butterscotch caramel vanilla and oh yes tropical fruits the flavors are mouthfilling and rich like a sweet custardy creamy tangerineflavored dessert yet its dry however it loses a few points for being too big and aggressive without the necessary balance its awkward
3782,heres one of the bigger more dramatic russian river pinots of the vintage dark medium to fullbodied and fairly tannic the wine needs time to throw off some weight and reveal its pretty cherry fruit hold until 2008 should drink well through 2012
3783,heres the kind of petite sirah thats launched the variety to unheard of fame its a black dry tannic wine absolutely packed with the ripest blackberry flavors you can imagine with a clean finish its lovely now and should slowly ride out the next 20 years
3784,heres washington syrah in the flesh unadulterated unblended blasting out aromas of wild berries spicy cranberry and rhubarb it leads into a tart and peppery wine with whiffs of smoke and herb young wild and just slightly raw a flavor parade for your mouth
3785,high acidity combines with ripe fruit to produce a tense fullbodied wine at this stage the fruit has not yet integrated with the tannins
3786,high in acidity and bone dry this lightcolored pinot seems a bit onedimensional right now but i think it was released too early it should gain momentum by the end of 2007 when the cherry rhubarb and cola flavors become more integrated with the tannins and oak if you have to drink it now decant for several hours
3787,high in acidity and ripe in pineapple and vanilla flavors this is a simple wine it has sweet and sour flavors like a sour cough drop
3788,high in alcohol but rockpile zins wear it well the peppery heat is perfectly in keeping with the varietys briary brambly personality enjoy the wild blackberry spice and dark chocolate flavors now for maximum freshness
3789,high in alcohol frankly sweet this wine was a victim of the excessive heat of this record hot vintage too bad because the cherry flavors and polished tannins are really nice
3790,high in alcohol with some heat throughout but the wine wears it well with huge fruit and a dry finish tastes almost desserty with crème de cassis milk chocolate blackberry jam and coffee flavors and a distinct dried thyme and briary nettle edge very nice but wow that alcohol
3791,high toned blackcherry and berry aromas lead to the concentrated palate thats full of ripe sour cherries marked with dried thyme and a spray of lemon acidity it finishes on a slighty briary note with a hint of green and soft velvety tannins
3792,hightoned and already considerably far down the aging path this 98 pure merlot 2 cabernet sauvignon brings the heat 149 alcohol and packs substantial earthy tannins the fruit flavors remain on the lighter side of strawberry and raspberry with a strong herbal component running through the middle and into the finish
3793,hightoned and fruity the abondante mixes cherry candy with tropical flavors fullbodied robust and ready to drink
3794,hightoned and sharp this has a mix of pear tropical fruit banana and juicy fruit gum its a fruit salad wine fullbodied and exceptionally flavorful theres a streak of butterscotch running through the finish from fermentation in neutral oak drink up
3795,hightoned aromas of dried peach apple spice and sandalwood in this qvevriaged wine give way to a rich almost silky palate that bursts with notes of yellow flowers and honeytinged oolong tea bright citrusy acids and bracing tealike tannins extend on the long finish
3796,hightoned berry and cherry aromas introduce this easy drinking yet nicely structured pinot noir the palate is ripe with blueberry and plum flavors but bolstered by tart cranberry acidity and a flurry of fresh green herbs soft tannins carry out the finish
3797,hightoned lemon and toasted nut notes mark the nose medium in body this has cutting acids which kick the salivary glands into overdrive
3798,hightoned with somewhat muted fruit waxy comes to mind yet with appealing softness and immediate drinkability its nonvintage a blend of two cabernets merlot and syrah streaked with vanilla
3799,hints at peanut butter on the nose with just a hint of fruit but in the mouth it opens a little adding fruity flavors to the nutty ones smooth but with enough acidity to finish crisply
3800,hints at underripe peach on the nose then follows up with flavors of peach pineapple and a hint of white chocolate its medium in body with a relatively compact but clean finish
3801,hints of charred pepper skins mark the nose of this otherwise nicely endowed bordeauxstyle blend black cherry fruit takes over on the palate providing ample weight and roundness and finishing with soft tannins drink now2012
3802,hints of lemongrass and blossom lend lavish perfume to flavors of peach and cantaloupe in this ripe richly fruity wine mediumsweet in style its backed by a piercing lemon acidity and zest notes that linger on the finish
3803,hints of melon and citrus on the nose but the palate is limited in what it offers flavors of dried apricot is the best you get from this short somewhat bitter wine not concentrated stretched thin imported by winesellers ltd
3804,hints of smoke and butter accent honey pear and apples on the nose while toastier grainy notes take the lead on the palate nicely textured in the mouth adding hints of vanilla on the finish probably fading a bit drink up
3805,hints of smoke and toast lace the lush tropical fruit aromas on this dry wine highlighted by fresh apple and pear flavors with a pretty floral undertone it finishes with a touch of tart yogurt cream on the palate
3806,hints of spring ramps and earth blow off with aeration to reveal pretty floral and lemon aromas on this offdry singlevineyard pinot blanc the palate is a bit demure in fruit concentration but brisk lemonlime acidity shines through the richly textured palate
3807,hints of thyme sage violet and coffee are just a handful of the nuances that color this composed bordeauxstyle blend brisk acidity balances the bold ripe fruit leading to a fresh herbaceous finish with penetrating tannins drink now over a long evening or better yet cellar it for 35 years to let all of the components come together
3808,hints of waxy white florals and lemon zest persist from nose to finish on this intensely revitalizing semidry riesling tart stonefruit flavors penetrate the palate highlighted by a stream of spinetingling acidity
3809,hints of yuzu citrus and smoke entice on the nose of this puckery tangerineinflected riesling offdry in style its enriched by luscious streaks of honey and sweet grapefruit on the midpalate finishes moderately long on a kiss of blossoms
3810,his bright barbaresco from the celebrated roncaglie cru opens with mild bitterness and astringency that will soften with more years of cellar aging the bouquet is streamlined and elegant with feminine aromas of rose violet and dried ginger
